address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,condition,usd_price,is_old
"Бишкек, Магистраль, Сухэ-Батора 23/4/Токомбаева",42.819,74.6145,от собственника,элитка,монолитный,2019.0,6.0,14.0,3,122.0,евроремонт,220000,0
"Бишкек, Дордой Плаза, Ибраимова 115/Чуй",42.8739,74.62,от агента,элитка,монолитный,2023.0,10.0,12.0,3,111.0,евроремонт,320000,0
"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",42.8223,74.6161,от агента,элитка,монолитный,2024.0,11.0,12.0,2,77.0,под самоотделку (псо),96250,0
"Бишкек, Юг-2 м-н, Медерова 26",42.8592,74.6079,от агента,элитка,кирпичный,2025.0,8.0,14.0,1,43.8,под самоотделку (псо),68000,0
"Бишкек, АЮ Grand, Анкара, 20Б",42.8551,74.6822,от агента,индивид. планировка,монолитный,2016.0,1.0,9.0,1,45.0,евроремонт,56500,0
"Бишкек, Магистраль, Байтик-Баатыра / А. Токомбаева",42.8192,74.6031,от собственника,элитка,монолитный,2023.0,13.0,14.0,2,83.0,под самоотделку (псо),116200,0
"Бишкек, Арча-Бешик ж/м, Актан 64 (пересек) Куюкова",42.8364,74.546,от агента,элитка,монолитный,2022.0,5.0,6.0,2,47.0,под самоотделку (псо),47000,0
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.813,74.6193,от агента,элитка,монолитный,2023.0,10.0,14.0,1,46.0,не достроено,45000,0
"Бишкек, Политех, Шота Руставели/Ахунбаева",42.8442,74.5835,от агента,хрущевка,кирпичный,1968.0,2.0,4.0,2,44.0,среднее,64500,1
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,от агента,элитка,монолитный,2025.0,4.0,12.0,3,80.0,под самоотделку (псо),144000,0
"Бишкек, Комфорт, Ибраимова/Московская",42.8692,74.6169,от собственника,индивид. планировка,монолитный,2023.0,1.0,12.0,2,55.0,хорошее,80000,0
"Бишкек, 12 м-н",42.8138,74.6367,от агента,106 серия,кирпичный,2022.0,7.0,9.0,4,76.0,евроремонт,118000,0
"Бишкек, 7 м-н, 7-й микрорайон, 52",42.8288,74.6215,от агента,индивид. планировка,кирпичный,2023.0,12.0,15.0,3,133.0,евроремонт,240000,0
"Бишкек, Военторг,  ул.Токтогула -ул.Исанова",42.8718,74.5923,от агента,элитка,монолитный,2025.0,4.0,23.0,1,58.0,под самоотделку (псо),95700,0
"Бишкек, Баха, Курчатова",42.8403,74.5624,от агента,элитка,кирпичный,2027.0,13.0,15.0,1,51.0,под самоотделку (псо),43350,0
"Бишкек, Карла Маркса",42.8555,74.6254,от агента,106 серия,панельный,1992.0,7.0,9.0,1,35.0,среднее,60000,1
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8194,74.6142,от агента,элитка,монолитный,2019.0,12.0,12.0,5,249.0,евроремонт,439000,0
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,от собственника,элитка,кирпичный,2024.0,11.0,14.0,3,90.0,под самоотделку (псо),90000,0
"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",42.8516,74.6152,от агента,элитка,монолитный,2025.0,12.0,13.0,2,80.41,под самоотделку (псо),98500,0
"Бишкек, 6 м-н, Айтиева",42.8209,74.6265,от агента,104 серия,панельный,1992.0,2.0,4.0,3,57.0,хорошее,83000,1
"Бишкек, 4 м-н 28",42.836,74.6301,от собственника,104 серия,панельный,1992.0,4.0,4.0,1,32.0,хорошее,59500,1
"Бишкек, Магистраль, Токомбаева 9Д",42.8146,74.628,от собственника,элитка,кирпичный,2025.0,6.0,14.0,1,50.0,под самоотделку (псо),70000,0
"Бишкек, ЦУМ",42.8728,74.6153,от агента,элитка,монолитный,2004.0,8.0,9.0,3,146.0,евроремонт,270000,0
"Бишкек, Восток-5 м-н",42.8709,74.6323,от агента,106 серия,панельный,1992.0,1.0,9.0,3,70.0,хорошее,84500,1
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,от агента,элитка,монолитный,2023.0,2.0,9.0,2,79.0,евроремонт,94000,0
"Бишкек, Баха,  ул.Космическая 96/Садырбаева",42.8464,74.5574,от агента,элитка,монолитный,2025.0,9.0,10.0,1,38.0,под самоотделку (псо),38000,0
"Бишкек, Старый аэропорт, Джунусалиева/Ажыбек Баатыра",42.8384,74.5825,от агента,элитка,монолитный,2024.0,13.0,16.0,2,57.61,под самоотделку (псо),81000,0
"Бишкек, 4 м-н 47/Юнусалиева-суеркулова",42.8361,74.6226,от собственника,104 серия,панельный,1992.0,4.0,4.0,3,58.0,евроремонт,92000,1
"Бишкек, 4 м-н",42.8378,74.6262,от агента,104 серия,панельный,1992.0,2.0,4.0,1,46.0,хорошее,103000,1
"Бишкек, Городок строителей",42.8742,74.6929,от агента,104 серия,кирпичный,1989.0,4.0,5.0,2,46.0,евроремонт,67000,1
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,от агента,элитка,монолитный,2022.0,2.0,12.0,1,46.0,евроремонт,77000,0
"Бишкек, Джал-29 м-н, Джал-29 мкр, 14",42.8304,74.5647,от агента,индивид. планировка,панельный,2012.0,2.0,9.0,2,70.0,евроремонт,129000,0
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,от агента,элитка,монолитный,2024.0,2.0,14.0,2,81.0,под самоотделку (псо),87000,0
"Бишкек, Магистраль, Сухэ Батора",42.8219,74.6172,от агента,элитка,монолитный,2022.0,3.0,14.0,3,105.8,под самоотделку (псо),116500,0
"Бишкек, Асанбай м-н, ул. Токомбаева, стр. 21/2",42.8163,74.6285,от агента,элитка,кирпичный,2023.0,4.0,13.0,2,82.0,евроремонт,125000,0
"Бишкек, 3 м-н",42.8363,74.6203,от агента,104 серия,панельный,1992.0,4.0,4.0,2,42.0,среднее,67000,1
"Бишкек, Магистраль, Токомбаева, 21 к 3б",42.82,74.6155,от агента,индивид. планировка,кирпичный,2022.0,7.0,10.0,3,105.0,евроремонт,205000,0
"Бишкек, АЮ Grand,  ул.Анкар",42.8565,74.672,от агента,элитка,монолитный,2024.0,12.0,13.0,1,43.0,евроремонт,67000,0
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,от агента,элитка,монолитный,2022.0,10.0,14.0,3,103.0,под самоотделку (псо),183000,0
"Бишкек, Центральная мечеть",42.8697,74.6198,от агента,105 серия,панельный,1992.0,3.0,5.0,3,62.0,евроремонт,95000,1
"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",42.8516,74.6152,от агента,элитка,монолитный,2025.0,5.0,17.0,3,98.0,под самоотделку (псо),135000,0
"Бишкек, Военторг, Тоголок Молдо/Токтогула",42.8726,74.596,от агента,элитка,монолитный,2021.0,7.0,14.0,3,104.0,евроремонт,169000,0
"Бишкек, Академия Наук, Турусбекова/Чуй",42.8778,74.5836,от агента,элитка,монолитный,2023.0,3.0,9.0,3,159.0,евроремонт,260000,0
"Бишкек, Горького - Панфилова, Абая 40",42.8551,74.6026,от агента,элитка,монолитный,2017.0,5.0,11.0,2,83.0,евроремонт,139000,0
"Бишкек, VEFA, Элебаева 14",42.8584,74.6133,от агента,105 серия,панельный,1992.0,6.0,9.0,3,70.0,хорошее,99000,1
"Бишкек, Сквер Тоголок Молдо",42.8673,74.5985,от агента,элитка,кирпичный,2022.0,1.0,9.0,1,48.1,под самоотделку (псо),52950,0
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.8138,74.6191,от агента,элитка,монолитный,2023.0,10.0,12.0,2,63.0,евроремонт,102000,0
"Бишкек, 12 м-н, Токомбаева",42.8122,74.6374,от агента,106 серия,панельный,1990.0,9.0,9.0,3,52.0,хорошее,85000,1
"Бишкек, 6 м-н, 6-й микрорайон, 7",42.8287,74.6301,от агента,105 серия,панельный,2009.0,9.0,9.0,3,64.3,евроремонт,95000,0
"Бишкек, Асанбай м-н",42.8218,74.6197,от агента,106 серия,панельный,1995.0,2.0,9.0,3,82.0,хорошее,115000,1
"Бишкек, Магистраль, Сухэ Батора и Токомбаева",42.8178,74.6138,от агента,элитка,монолитный,2023.0,10.0,16.0,2,86.0,под самоотделку (псо),112000,0
"Бишкек, Магистраль, Токомбаева-Сухэ-батора",42.8191,74.6129,от агента,элитка,монолитный,2024.0,4.0,18.0,3,155.0,под самоотделку (псо),221650,0
"Бишкек, Тунгуч м-н",42.8536,74.6861,от агента,106 серия,панельный,2008.0,2.0,9.0,1,45.0,евроремонт,57500,0
"Бишкек, Советская - Скрябина, Медерова/Элебаева",42.8525,74.6143,от агента,элитка,монолитный,2020.0,9.0,14.0,4,142.0,под самоотделку (псо),230000,0
"Бишкек, АЮ Grand, мкр. Тунгуч",42.8548,74.6766,от агента,элитка,монолитный,2023.0,8.0,13.0,1,48.0,евроремонт,66000,0
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,от агента,элитка,монолитный,2025.0,10.0,10.0,3,137.0,под самоотделку (псо),198000,0
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,от агента,элитка,монолитный,2022.0,3.0,10.0,3,80.0,евроремонт,180000,0
"Бишкек, Магистраль, просп. Ч. Айтматова 299/3",42.825,74.5839,от агента,элитка,монолитный,2022.0,4.0,8.0,4,162.0,евроремонт,530000,0
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,от агента,элитка,монолитный,2022.0,14.0,16.0,3,99.44,под самоотделку (псо),96000,0
"Бишкек, 12 м-н",42.8126,74.6353,от агента,106 серия,панельный,1992.0,8.0,9.0,1,68.0,хорошее,117000,1
"Бишкек, Городок строителей, просп. Чуй 140/Ауэзова",42.8737,74.6929,от собственника,элитка,монолитный,2019.0,6.0,11.0,3,75.0,евроремонт,108750,0
"Бишкек, Магистраль",42.8236,74.5971,от агента,элитка,монолитный,2023.0,3.0,16.0,1,40.9,под самоотделку (псо),49000,0
"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",42.8455,74.5834,от агента,элитка,монолитный,2023.0,7.0,13.0,2,73.0,евроремонт,122000,0
"Бишкек, Свердловский район, Восток-5 микрорайон, 8",42.8697,42.8697,от агента,105 серия,панельный,1987.0,1.0,9.0,3,65.0,евроремонт,85000,1
"Бишкек, VEFA",42.858,74.6121,от собственника,индивид. планировка,кирпичный,2022.0,4.0,5.0,3,70.0,евроремонт,105000,0
"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",42.8181,74.6031,от собственника,элитка,монолитный,2021.0,2.0,12.0,3,105.0,евроремонт,155000,0
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,от агента,элитка,кирпичный,2023.0,7.0,10.0,1,48.0,под самоотделку (псо),59500,0
"Бишкек, АЮ Grand, Анкара 13/1/Чохана Валиханова",42.8561,74.6794,от агента,элитка,монолитный,2024.0,2.0,10.0,2,70.8,под самоотделку (псо),72500,0
"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех) 21",42.8459,74.5831,от агента,элитка,монолитный,2023.0,11.0,13.0,1,45.0,евроремонт,83500,0
"Бишкек, Горького - Алма-Атинская, 7 апреля 1а/1",42.8615,74.6336,от агента,элитка,монолитный,2026.0,5.0,14.0,1,47.0,под самоотделку (псо),46500,0
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8449,74.5673,от агента,элитка,монолитный,2014.0,18.0,18.0,1,41.0,хорошее,63000,0
"Бишкек, Аламедин-1 м-н, Загорская 58/Калинина",42.8807,74.6793,от агента,элитка,кирпичный,2024.0,7.0,12.0,1,50.0,евроремонт,77000,0
"Бишкек, Карпинка 59",42.8728,74.624,от агента,элитка,монолитный,2024.0,11.0,12.0,4,167.0,под самоотделку (псо),200000,0
"Бишкек, Кызыл-Аскер ж/м, Мессароша",42.873,74.5431,от агента,104 серия,панельный,1992.0,2.0,4.0,3,58.0,среднее,67000,1
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,от агента,элитка,монолитный,2025.0,12.0,18.0,4,174.0,под самоотделку (псо),278400,0
"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",42.8398,74.583,от агента,элитка,монолитный,2024.0,12.0,16.0,3,135.0,под самоотделку (псо),208000,0
"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",42.8644,74.5878,от собственника,элитка,монолитный,2026.0,13.0,21.0,4,135.0,под самоотделку (псо),157950,0
"Бишкек, 7 м-н, 7 мкрн, ул. Сухэ-Батора 49/7",42.8253,74.619,от агента,элитка,монолитный,2015.0,7.0,8.0,2,82.0,евроремонт,133000,0
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.8175,74.6179,от агента,элитка,монолитный,2023.0,12.0,14.0,3,102.17,под самоотделку (псо),76000,0
"Бишкек, Сквер Тоголок Молдо, Исанова 33",42.8712,74.592,от агента,индивид. планировка,кирпичный,2017.0,8.0,15.0,3,100.0,евроремонт,175000,0
"Бишкек, Арча-Бешик ж/м,  ул. Баха / Южная Магистраль",42.8291,74.5656,от агента,элитка,монолитный,2025.0,14.0,14.0,2,62.15,под самоотделку (псо),83500,0
"Бишкек, Кок-Жар ж/м",42.8463,74.6417,от агента,элитка,панельный,2023.0,3.0,9.0,2,67.0,евроремонт,87000,0
"Бишкек, Золотой квадрат, киевская 92",42.8745,74.6057,от агента,сталинка,кирпичный,2022.0,2.0,2.0,3,103.6,евроремонт,157000,0
"Бишкек, Тунгуч м-н",42.8546,74.6886,от агента,106 серия,панельный,1992.0,4.0,9.0,2,35.0,среднее,63000,1
"Бишкек, Кок-Жар ж/м, Алматинка 2/Молдокулова",42.8336,74.6397,от агента,элитка,кирпичный,2022.0,8.0,14.0,2,48.0,евроремонт,87000,0
"Бишкек, Гагарина, Чортекова 210/Ахунбаева",42.8471,74.5443,от собственника,элитка,кирпичный,2024.0,3.0,7.0,1,33.0,под самоотделку (псо),36300,0
"Бишкек, 4 м-н, Донецкая",42.8358,74.6288,от агента,104 серия,панельный,1992.0,1.0,4.0,3,58.0,среднее,82900,1
"Бишкек, Парк Панфилова/Спартак, Панфилова/Фрунзе",42.8811,74.601,от агента,элитка,монолитный,2015.0,5.0,13.0,2,70.0,евроремонт,125000,0
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,от агента,элитка,монолитный,2024.0,2.0,12.0,1,37.0,под самоотделку (псо),46250,0
"Бишкек, 12 м-н, АУЦА",42.8121,74.6338,от агента,элитка,монолитный,2024.0,5.0,10.0,2,77.0,под самоотделку (псо),115500,0
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8223,74.6161,от агента,элитка,монолитный,2024.0,10.0,12.0,2,85.0,под самоотделку (псо),98000,0
"Бишкек, Душанбинка",42.8446,74.5947,от агента,индивид. планировка,кирпичный,2022.0,4.0,4.0,3,53.0,среднее,73500,0
"Бишкек, Средний Джал м-н, Джал-23 мкр, 18",42.8402,74.565,от агента,индивид. планировка,монолитный,2016.0,7.0,9.0,2,58.35,евроремонт,73500,0
"Бишкек, Магистраль, Ч. Айтматова/Масалиева",42.8245,74.5911,от агента,108 серия,монолитный,2022.0,6.0,9.0,1,48.0,евроремонт,71800,0
"Бишкек, Кок-Жар ж/м, Молдокулова, 100",42.8522,74.6423,от агента,106 серия,панельный,2021.0,3.0,9.0,2,51.0,евроремонт,72000,0
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.8189,74.605,от агента,элитка,монолитный,2024.0,8.0,16.0,2,73.93,под самоотделку (псо),96500,0
"Бишкек, Средний Джал м-н, мкр. Джал-23 18/2",42.8411,74.5651,от агента,элитка,монолитный,2024.0,7.0,14.0,2,58.0,под самоотделку (псо),75400,0
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.8118,74.62,от агента,элитка,монолитный,2023.0,14.0,14.0,2,75.88,не достроено,67500,0
"Бишкек, Арча-Бешик ж/м",42.8374,74.5519,от агента,элитка,кирпичный,2022.0,6.0,6.0,2,69.0,евроремонт,75000,0
"Бишкек, Парк Ататюрк",42.8394,74.5926,от агента,пентхаус,кирпичный,2022.0,4.0,5.0,5,525.0,под самоотделку (псо),586000,0
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.813,74.6193,от агента,элитка,монолитный,2023.0,14.0,14.0,1,46.87,под самоотделку (псо),47000,0
"Бишкек, Советская - Скрябина, Абая/Ахунбаева",42.8467,74.6022,от собственника,элитка,монолитный,2022.0,16.0,16.0,1,66.0,под самоотделку (псо),86000,0
"Бишкек, Магистраль, Токомбаева/Сухэ Батора",42.8215,74.6157,от агента,элитка,монолитный,2018.0,10.0,13.0,5,213.0,евроремонт,560000,0
"Бишкек, Кулатова- Матросова, Льва Толстого 6К/Матросова",42.8631,74.6203,от собственника,элитка,монолитный,2025.0,15.0,15.0,1,51.4,под самоотделку (псо),56540,0
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8181,74.6164,от агента,элитка,монолитный,2021.0,5.0,8.0,3,85.0,евроремонт,176000,0
"Бишкек, Церковь, Тоголок Молдо 31/2",42.8853,74.5993,от агента,элитка,монолитный,2025.0,9.0,9.0,1,48.0,под самоотделку (псо),52000,0
"Бишкек, АЮ Grand, Ауэзова 5/3",42.8575,74.6879,от агента,элитка,кирпичный,2026.0,14.0,15.0,2,73.5,под самоотделку (псо),68200,0
"Бишкек, Лебединовка",42.8818,74.6824,от собственника,элитка,кирпичный,2025.0,10.0,12.0,2,86.0,под самоотделку (псо),110000,0
"Бишкек, Золотой квадрат, панфилова/московская",42.8702,74.6006,от агента,элитка,кирпичный,2022.0,8.0,10.0,3,127.0,под самоотделку (псо),199000,0
"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",42.8198,74.5853,от агента,элитка,монолитный,2021.0,14.0,14.0,4,227.0,евроремонт,435000,0
"Бишкек, Советская - Скрябина, Элебаева 65/Медерова",42.8514,74.6124,от собственника,индивид. планировка,монолитный,1990.0,5.0,5.0,1,34.0,хорошее,65000,1
"Бишкек, Горького - Алма-Атинская, ул. 7-Апреля, 155в/ул. Горького",42.8595,74.6403,от агента,106 серия улучшенная,монолитный,2025.0,2.0,9.0,3,83.0,под самоотделку (псо),76000,0
"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",42.9025,74.5863,от агента,элитка,монолитный,2023.0,4.0,5.0,1,42.0,евроремонт,55999,0
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,от агента,элитка,монолитный,2025.0,8.0,18.0,2,75.0,под самоотделку (псо),137250,0
"Бишкек, Асанбай м-н",42.8192,74.6224,от агента,элитка,кирпичный,2022.0,8.0,10.0,2,72.0,не достроено,70000,0
"Бишкек, Филармония, Абдумомунова 290/Манаса",42.8802,74.5898,от агента,элитка,кирпичный,2023.0,7.0,14.0,3,96.0,евроремонт,227000,0
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,от агента,элитка,монолитный,2022.0,6.0,14.0,2,70.0,не достроено,85500,0
"Бишкек, Магистраль, Токомбаева, за парком ""Асанбай""",42.8167,74.6148,от агента,элитка,монолитный,2020.0,5.0,8.0,2,62.0,евроремонт,165000,0
"Бишкек, Средний Джал м-н",42.8382,74.566,от агента,элитка,монолитный,2023.0,11.0,14.0,1,45.0,евроремонт,74000,0
"Бишкек, Таш Рабат, Горького-7-апреля",42.8582,74.6173,от агента,элитка,монолитный,2023.0,7.0,9.0,1,26.0,евроремонт,45500,0
"Бишкек, Горького - Панфилова, Каракульская 1",42.8614,74.5917,от агента,элитка,монолитный,2017.0,6.0,9.0,2,82.0,евроремонт,125000,0
"Бишкек, Кок-Жар ж/м,  улица Репина 159",42.8404,74.6441,от агента,элитка,кирпичный,2024.0,5.0,10.0,1,41.0,под самоотделку (псо),49500,0
"Бишкек, Восток-5 м-н 25а",42.8684,74.6342,от собственника,105 серия,панельный,1990.0,1.0,9.0,1,35.0,среднее,55000,1
"Бишкек, Джал-29 м-н, мкрн. Джал-29",42.8323,74.565,от агента,элитка,монолитный,2020.0,8.0,10.0,2,50.0,евроремонт,84500,0
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,от агента,элитка,монолитный,2023.0,8.0,10.0,3,59.0,евроремонт,104500,0
"Бишкек, Золотой квадрат, Орозбекова 26/Московская",42.8682,74.6021,от агента,элитка,кирпичный,2022.0,6.0,9.0,6,264.0,евроремонт,475000,0
"Бишкек, АЮ Grand, ул. Анкара 13/1",42.8562,74.6788,от собственника,элитка,монолитный,2023.0,4.0,10.0,2,45.0,не достроено,38250,0
"Бишкек, 3 м-н",42.8391,74.6205,от агента,104 серия,панельный,1992.0,2.0,4.0,2,44.0,евроремонт,77500,1
"Бишкек, Магистраль, Токомбаева, 15",42.8114,74.6221,от агента,индивид. планировка,монолитный,2023.0,4.0,10.0,1,39.0,евроремонт,62000,0
"Бишкек, Улан-2 м-н",42.8453,74.6323,от агента,106 серия улучшенная,панельный,2014.0,9.0,9.0,3,90.0,хорошее,94000,0
"Бишкек, VEFA, Кулатова/Элебаева",42.8592,74.6134,от агента,элитка,монолитный,2022.0,13.0,13.0,2,65.0,евроремонт,118000,0
"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",42.856,74.6568,от агента,элитка,монолитный,2021.0,10.0,12.0,1,49.0,под самоотделку (псо),50000,0
"Бишкек, Карла Маркса,  ул. Юнусалиева, пер.Карасаева",42.8551,74.624,от агента,элитка,монолитный,2025.0,8.0,16.0,3,98.41,под самоотделку (псо),135806,0
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,6.0,12.0,2,61.0,под самоотделку (псо),80520,0
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,от агента,элитка,монолитный,2024.0,8.0,12.0,2,74.0,под самоотделку (псо),75000,0
"Бишкек, Арча-Бешик ж/м, Бакаева/Магистраль",42.8279,74.5762,от агента,элитка,кирпичный,2025.0,5.0,15.0,3,113.0,не достроено,129950,0
"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",42.8581,74.6338,от агента,элитка,монолитный,2025.0,11.0,14.0,1,46.0,под самоотделку (псо),48500,0
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,от агента,элитка,монолитный,2025.0,12.0,18.0,4,174.0,под самоотделку (псо),278000,0
"Бишкек, Кок-Жар ж/м, Шабдан Баатыра 84/1/Шоокум",42.8503,74.6361,от собственника,элитка,монолитный,2023.0,7.0,12.0,1,50.4,евроремонт,72000,0
"Бишкек, Баха, Валдайская 93/Репина",42.8326,74.5613,от собственника,индивид. планировка,кирпичный,2015.0,2.0,4.0,2,69.0,хорошее,82000,0
"Бишкек, Джальская больница,  ул. Айни 84 АЙНИ ЧАПАЕВА/АЛЛЕЯ ЖУРНАЛИСТОВ",42.8484,74.5734,от собственника,элитка,монолитный,2025.0,5.0,12.0,3,100.0,под самоотделку (псо),100000,0
"Бишкек, Восточный автовокзал, Никитина 16",42.8852,74.6265,от агента,106 серия,панельный,1992.0,6.0,9.0,2,52.0,хорошее,83000,1
"Бишкек, Кок-Жар ж/м, Кок-Жар, ул.Куйручук 28",42.8465,74.6413,от агента,элитка,монолитный,2024.0,11.0,12.0,2,61.0,под самоотделку (псо),65000,0
"Бишкек, 6 м-н, Сухэ-Батора-Юнусалиева",42.8262,74.6235,от собственника,элитка,монолитный,2022.0,5.0,12.0,3,105.0,евроремонт,210000,0
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,от агента,элитка,монолитный,2022.0,2.0,14.0,3,100.0,под самоотделку (псо),112000,0
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,от агента,элитка,монолитный,2024.0,2.0,9.0,1,38.0,не достроено,48500,0
"Бишкек, 12 м-н, 12 мкрн 69/2",42.8126,74.6387,от агента,элитка,монолитный,2021.0,10.0,13.0,2,70.0,евроремонт,101000,0
"Бишкек, Магистраль",42.8147,74.628,от агента,элитка,кирпичный,2025.0,13.0,15.0,2,53.0,под самоотделку (псо),66250,0
"Бишкек, Московская - Уметалиева 222",42.8683,74.5789,от агента,элитка,монолитный,2023.0,9.0,14.0,3,110.0,евроремонт,150000,0
"Бишкек, Академия Наук, Тимирязева 99",42.8801,74.5804,от агента,элитка,кирпичный,2024.0,12.0,13.0,1,46.0,под самоотделку (псо),67500,0
"Бишкек, Достук м-н",42.8875,74.5345,от агента,106 серия,панельный,2016.0,1.0,5.0,1,51.0,среднее,44000,0
"Бишкек, Магистраль, Куттубаева / Южная магистраль",42.8135,74.6187,от собственника,элитка,монолитный,2023.0,13.0,15.0,3,101.0,евроремонт,155000,0
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,9.0,12.0,3,104.0,под самоотделку (псо),112000,0
"Бишкек, 6 м-н",42.8289,74.6305,от агента,106 серия,панельный,1994.0,7.0,9.0,2,54.0,среднее,83000,1
"Бишкек, Западный автовокзал, Динары Асановой 4/Жибек-Жолу",42.884,74.5633,от собственника,элитка,монолитный,2023.0,5.0,9.0,2,55.6,евроремонт,76000,0
"Бишкек, с. Кок-Джар,  ул.Арашан 10",42.8171,74.649,от агента,элитка,монолитный,2025.0,7.0,12.0,2,76.0,под самоотделку (псо),72500,0
"Бишкек, с. Кок-Джар, Конур Осмон, 178а",42.8147,74.6473,от агента,индивид. планировка,кирпичный,2024.0,8.0,9.0,1,40.0,евроремонт,57500,0
"Бишкек, Площадь Победы, Фрунзе 300",42.8805,74.619,от агента,104 серия,панельный,1981.0,3.0,5.0,2,44.0,евроремонт,73000,1
"Бишкек, Магистраль, Байтик Баатыра, 4Б",42.8181,74.605,от агента,индивид. планировка,монолитный,2023.0,12.0,15.0,2,77.0,евроремонт,96250,0
"Бишкек, Горького - Панфилова, Абая 40/Горького",42.8555,74.603,от агента,элитка,монолитный,2017.0,5.0,10.0,2,83.0,евроремонт,130000,0
"Бишкек, 12 м-н, 12 мкр",42.8147,74.6364,от агента,элитка,монолитный,2014.0,7.0,10.0,4,150.0,евроремонт,255000,0
"Бишкек, Арча-Бешик ж/м, Садырбаева/Абдрахманова",42.82,74.5637,от агента,элитка,монолитный,2024.0,6.0,10.0,3,118.0,под самоотделку (псо),159300,0
"Бишкек, КНУ, Фрунзе 571/Уметалиева",42.8821,74.5817,от агента,элитка,монолитный,2020.0,9.0,12.0,3,109.0,евроремонт,179000,0
"Бишкек, Джальская больница,  ул. Айни 95",42.8489,74.5704,от агента,элитка,монолитный,2023.0,5.0,12.0,2,65.0,под самоотделку (псо),73500,0
"Бишкек, Арча-Бешик ж/м, Бакаева/Магистраль",42.828,74.5762,от агента,элитка,кирпичный,2022.0,14.0,15.0,1,52.9,под самоотделку (псо),80937,0
"Бишкек, Мед. академия, Касыма Тыныстанова, 2",42.8385,74.6047,от агента,индивид. планировка,монолитный,2014.0,9.0,10.0,4,151.3,евроремонт,209000,0
"Бишкек, Джал-23 м-н (Нижний Джал)",42.8435,74.5645,от агента,элитка,кирпичный,2022.0,9.0,11.0,2,80.0,евроремонт,120000,0
"Бишкек, Дворец спорта, Абдымомунова 223",42.8804,74.5944,от агента,элитка,кирпичный,2026.0,7.0,16.0,2,86.0,под самоотделку (псо),137600,0
"Бишкек, КНУ, Жумабека 233/Уметалиева",42.8836,74.5814,от агента,элитка,кирпичный,2020.0,8.0,12.0,3,97.0,евроремонт,165000,0
