address,lat,lon,building_material,build_year,floor,total_floors,rooms,area_total,usd_price,is_old,condition_unfinished,series_group
"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева 198",42.8435,74.5665,монолитный,2014.0,7.0,9.0,3,104.0,145000,0,0,low
"Бишкек, Верхний Джал м-н, Джал-29 мкр, 45",42.8341,74.5665,монолитный,2018.0,9.0,9.0,2,71.0,91000,0,0,mid
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,монолитный,2022.0,13.0,16.0,2,78.5,156000,0,0,low
"Бишкек, Средний Джал м-н",42.8404,74.5662,панельный,1992.0,4.0,9.0,2,53.0,86500,1,0,high
"Бишкек, Ипподром, Льва Толстого 126/8/Садырбаева",42.8647,74.5562,кирпичный,2017.0,5.0,10.0,1,43.1,63000,0,0,low
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,кирпичный,2022.0,7.0,14.0,1,49.62,61500,0,1,low
"Бишкек, Магистраль, Сухэ Батора и Токомбаева",42.8179,74.6131,монолитный,2024.0,10.0,16.0,2,86.7,112710,0,1,low
"Бишкек, Магистраль, Ч. Айтматова/Масалиева",42.8249,74.591,монолитный,2022.0,4.0,9.0,2,67.0,105000,0,0,low
"Бишкек, Ошский рынок",42.878,74.567,кирпичный,2022.0,10.0,12.0,1,33.0,47900,0,0,mid
"Бишкек, Моссовет",42.8683,74.6103,кирпичный,2022.0,3.0,5.0,1,42.0,76500,0,0,mid
"Бишкек, Восток-5 м-н, Армейская/Мамбетова",42.8692,74.6333,кирпичный,2025.0,3.0,3.0,2,68.0,76500,0,0,mid
"Бишкек, Старый аэропорт, Ажыбек Баатыра 1/10",42.8386,74.5793,монолитный,2026.0,14.0,14.0,1,44.28,51000,0,1,low
"Бишкек, Магистраль,  ул. Малдыбаева, 261",42.8233,74.5967,монолитный,2025.0,8.0,15.0,2,78.71,78710,0,1,low
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,монолитный,2023.0,6.0,16.0,1,54.0,52000,0,1,low
"Бишкек, Магистраль, пр. Ч. Айтматова",42.8236,74.5858,панельный,2022.0,6.0,14.0,4,141.0,198000,0,1,low
"Бишкек, Джал-29 м-н, Садырбаева 258а/Тыналиева",42.8306,74.5657,монолитный,2024.0,10.0,12.0,3,108.0,135000,0,1,low
"Бишкек, 9 м-н, 9-й микрорайон, 6а",42.8369,74.6051,кирпичный,1971.0,4.0,4.0,3,58.0,83000,1,0,high
"Бишкек, Кок-Жар ж/м",42.8411,74.6403,монолитный,2023.0,3.0,9.0,3,67.0,83000,0,1,low
"Бишкек, Аламедин-1 м-н, Аламедин-1 микрорайон, 93",42.8755,74.6858,панельный,1981.0,2.0,9.0,1,35.0,59000,1,0,high
"Бишкек, Советская - Скрябина, Медерова/Элебаева",42.8525,74.6143,монолитный,2020.0,6.0,14.0,3,132.0,280000,0,0,low
"Бишкек, Средний Джал м-н",42.8401,74.5663,панельный,1992.0,3.0,9.0,3,62.0,97000,1,0,high
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля/Алматинка",42.8566,74.6386,монолитный,2023.0,7.0,9.0,2,53.0,64500,0,0,low
"Бишкек, Карпинка, Московская, 15",42.8691,74.6231,панельный,1972.0,4.0,5.0,2,48.2,86000,1,0,high
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8195,74.6155,монолитный,2019.0,5.0,12.0,3,125.0,245000,0,0,low
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,10.0,16.0,2,59.0,72000,0,1,low
"Бишкек, 7 м-н",42.8324,74.6188,панельный,1992.0,1.0,4.0,3,58.0,86900,1,0,high
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,монолитный,2023.0,12.0,16.0,1,64.0,76800,0,1,low
"Бишкек, Джальская больница, Тыналиева, 2",42.8452,74.5688,кирпичный,2018.0,6.0,14.0,2,62.3,98000,0,0,mid
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8192,74.614,кирпичный,2022.0,13.0,14.0,2,75.0,130000,0,0,low
"Бишкек, Московская - Уметалиева 88/Турусбекова",42.8707,74.5842,кирпичный,1978.0,1.0,5.0,1,45.0,70000,1,0,mid
"Бишкек, АЮ Grand,  ул. Анкара 1/31",42.8563,74.6886,монолитный,2024.0,8.0,9.0,2,60.0,67000,0,1,low
"Бишкек, Арча-Бешик ж/м, Актан 64 (пересек) Куюкова",42.8364,74.546,монолитный,2022.0,5.0,8.0,2,47.0,67000,0,0,low
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,монолитный,2022.0,13.0,14.0,2,60.0,140000,0,0,low
"Бишкек, 4 м-н",42.8388,74.6237,кирпичный,2022.0,3.0,4.0,2,45.0,77000,0,0,high
"Бишкек, с. Кок-Джар,  ул.Арашан 10",42.8157,74.6485,монолитный,2025.0,7.0,12.0,2,76.0,63000,0,1,low
"Бишкек, Магистраль, ул. Токомбаева, 27/4, 27/5",42.8204,74.6124,монолитный,2023.0,5.0,10.0,3,66.0,110000,0,0,low
"Бишкек, Магистраль, просп. Ч. Айтматова 299/3",42.825,74.5839,монолитный,2022.0,2.0,8.0,2,100.0,260000,0,1,low
"Бишкек, Джальская больница, Ахунбаева - Тыналиева",42.8454,74.5698,монолитный,2023.0,10.0,10.0,3,118.0,159300,0,1,low
"Бишкек, с. Кок-Джар, Алма-Атинская/Южная магистраль",42.8151,74.6478,панельный,2016.0,4.0,9.0,1,45.0,65000,0,0,low
"Бишкек, Городок энергетиков, Зеленая",42.8765,74.6948,кирпичный,2022.0,6.0,6.0,3,82.0,130000,0,0,mid
"Бишкек, Московская - Уметалиева,  ул. Токтогула 228/1",42.8729,74.5793,кирпичный,2011.0,6.0,7.0,2,60.0,126000,0,0,mid
"Бишкек, Кок-Жар ж/м",42.8434,74.6432,кирпичный,2024.0,1.0,9.0,1,44.0,51000,0,1,low
"Бишкек, Магистраль, А.Токомбаева/А.Куттубаева",42.8157,74.6234,монолитный,2025.0,13.0,14.0,1,43.0,40000,0,1,low
"Бишкек, Центральная мечеть,  ул.Гоголя/Московская",42.8704,74.6195,панельный,1992.0,4.0,5.0,3,66.0,98000,1,0,high
"Бишкек, Пишпек ж/м, Алыбаева 7 / Термечикова (Пишпек)",42.8624,74.552,монолитный,2024.0,11.0,14.0,1,55.0,58000,0,1,low
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,кирпичный,2024.0,7.0,12.0,1,53.0,66500,0,1,low
"Бишкек, Восток-5 м-н, Восток-5 микрорайон, 33",42.8741,74.6273,панельный,1985.0,8.0,9.0,3,76.0,120000,1,0,high
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,монолитный,2024.0,7.0,12.0,1,52.0,68000,0,1,low
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.8452,74.5655,кирпичный,2025.0,4.0,14.0,1,42.0,67500,0,0,low
"Бишкек, Джал-29 м-н, мкрн Джал-29 14/1",42.8309,74.5662,монолитный,2017.0,11.0,14.0,1,45.0,73000,0,0,low
"Бишкек, КНУ, Фрунзе 571/Уметалиева",42.8821,74.5817,монолитный,2023.0,12.0,12.0,1,56.0,105000,0,0,low
"Бишкек, Моссовет, Юсупа Абдрахманова 152",42.8704,74.6104,кирпичный,1984.0,9.0,9.0,4,152.0,221500,1,0,mid
"Бишкек, Военторг, Исанова 45",42.8718,74.5914,монолитный,2017.0,13.0,13.0,2,78.0,107500,0,0,low
"Бишкек, Магистраль, ПР.МАНАСА/УЛ.РЫСКУЛОВА",42.8149,74.6188,монолитный,2025.0,4.0,13.0,2,83.0,141100,0,1,low
"Бишкек, с. Кок-Джар",42.8121,74.6481,панельный,1992.0,3.0,5.0,2,63.0,78000,1,0,mid
"Бишкек, 12 м-н",42.8167,74.6354,панельный,1992.0,2.0,5.0,2,50.0,86000,1,0,high
"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",42.8516,74.5347,монолитный,2023.0,4.0,10.0,3,90.0,94000,0,1,low
"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",42.9025,74.5863,монолитный,2023.0,3.0,5.0,1,38.0,53000,0,0,low
"Бишкек, с. Кок-Джар, Арашан, 10а",42.8174,74.648,кирпичный,2025.0,10.0,12.0,2,68.44,60220,0,0,mid
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,кирпичный,2022.0,4.0,14.0,2,77.0,104000,0,1,low
"Бишкек, Космос, Панфилова, 12а",42.8499,74.5978,кирпичный,1978.0,2.0,4.0,3,53.0,79000,1,0,high
"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",42.8181,74.6031,монолитный,2021.0,8.0,12.0,1,52.0,77000,0,0,low
"Бишкек, 5 м-н",42.833,74.6304,монолитный,2023.0,1.0,4.0,3,61.0,86000,0,0,mid
"Бишкек, Молодая Гвардия, Ала-Арчинская, 69",42.8813,74.5744,панельный,1982.0,4.0,5.0,3,62.0,79000,1,0,high
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,монолитный,2022.0,11.0,14.0,1,40.0,52000,0,1,low
"Бишкек, Сквер Тоголок Молдо, Коенкозова/Чуйкова",42.8656,74.5939,монолитный,2020.0,7.0,10.0,1,48.0,82000,0,0,low
"Бишкек, Кудайберген,  улица Делбирим 10/Профсоюзная -Садыгалиева",42.8836,74.5183,монолитный,2024.0,2.0,5.0,2,65.0,45000,0,1,mid
"Бишкек, Вечерка, Абдрахманова/Туголбай -Ата",42.8645,74.6118,монолитный,2019.0,4.0,12.0,2,62.0,125000,0,0,low
"Бишкек, Аламедин-1 м-н, Чимкентская/Рыскулова",42.8786,74.6837,монолитный,2022.0,6.0,10.0,2,67.0,60000,0,1,low
"Бишкек, Кок-Жар ж/м",42.8447,74.6415,кирпичный,2022.0,9.0,9.0,1,35.0,52000,0,0,high
"Бишкек, Магистраль",42.818,74.6184,монолитный,2023.0,3.0,14.0,1,48.0,72000,0,1,low
"Бишкек, Арча-Бешик ж/м, Актан 64 (пересек) Куюкова",42.8364,74.546,монолитный,2022.0,6.0,7.0,2,38.84,67000,0,0,low
"Бишкек Ленинский район,  ул. Барпы Алыкулова/Южная Магистраль",42.8236,74.5127,монолитный,2026.0,2.0,14.0,1,46.0,42000,0,1,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8169,74.6092,монолитный,2022.0,6.0,12.0,1,45.0,65000,0,1,low
"Бишкек, Московская - Белинка, Манаса 7/Боконбаева",42.8684,74.588,кирпичный,2022.0,5.0,5.0,2,49.0,75000,0,0,mid
"Бишкек, Ала-Арча ж/м, Солнечная 4",42.812,74.6003,кирпичный,2023.0,1.0,2.0,5,289.0,400000,0,1,low
"Бишкек, Политех, Ахунбаева/Ч.Айтматова",42.8435,74.586,кирпичный,1963.0,3.0,3.0,1,30.0,49800,1,0,high
"Бишкек, 5 м-н, Саякбая - Каралаева 38/1",42.8332,74.6319,кирпичный,2020.0,6.0,12.0,1,52.1,85000,0,0,low
"Бишкек, 12 м-н",42.8125,74.6374,монолитный,2023.0,4.0,11.0,2,64.0,99000,0,0,low
"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",42.8617,74.6353,кирпичный,2025.0,11.0,14.0,1,45.4,53981,0,1,low
"Бишкек, Филармония, пр. Чынгыза Айтматова/пр. Чуй",42.8776,74.5897,кирпичный,2022.0,3.0,5.0,4,75.0,112000,0,0,mid
"Бишкек, Горького - Алма-Атинская, Горького/ Алма-Атинская",42.861,74.6345,монолитный,2025.0,12.0,12.0,3,92.0,81000,0,1,low
"Бишкек, Мед. академия,",42.8378,74.6107,кирпичный,2026.0,17.0,17.0,3,109.0,147150,0,1,low
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8195,74.6155,монолитный,2019.0,5.0,12.0,4,167.0,217100,0,1,low
"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",42.8581,74.6338,монолитный,2025.0,2.0,14.0,1,47.0,54000,0,1,low
"Бишкек, Магистраль, Аалы Токомбаева улица 15/3/Токомбаева",42.8131,74.62,монолитный,2024.0,2.0,10.0,1,55.6,91500,0,1,low
"Бишкек, Гагарина,  ул.Космическая 96",42.8469,74.5576,монолитный,2024.0,6.0,16.0,2,63.0,99999,0,0,low
"Бишкек, КНУ",42.8846,74.5843,кирпичный,2022.0,3.0,5.0,2,62.0,76500,0,0,mid
"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",42.8398,74.583,монолитный,2024.0,15.0,16.0,3,136.0,157000,0,1,low
"Бишкек, с. Кок-Джар, Арашан",42.8163,74.6486,монолитный,2020.0,7.0,9.0,3,122.0,158000,0,0,low
"Бишкек, Аламедин-1 м-н",42.8801,74.6827,кирпичный,2016.0,2.0,10.0,1,50.0,77000,0,0,low
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.8188,74.605,монолитный,2024.0,14.0,16.0,1,43.0,56760,0,1,low
"Бишкек, КНУ, Исанова 118",42.8806,74.5918,кирпичный,2013.0,7.0,8.0,3,130.0,240000,0,0,mid
"Бишкек, Магистраль, Токомбаева - Сухэ Батора",42.815,74.6121,панельный,2025.0,13.0,16.0,3,114.5,115000,0,1,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8566,74.6722,монолитный,2024.0,8.0,14.0,1,40.0,63000,0,0,low
"Бишкек, Тунгуч м-н, Орозбекова 2/3",42.8536,74.688,монолитный,2023.0,6.0,10.0,1,66.0,91300,0,0,low
"Бишкек, 12 м-н",42.8146,74.6365,панельный,1992.0,4.0,9.0,3,64.0,105000,1,0,high
"Бишкек, Гагарина,  ул.Космическая 96",42.8469,74.5576,монолитный,2025.0,9.0,10.0,2,72.0,61200,0,1,low
"Бишкек, 8 м-н, Жукеева-Пудовкина 87/2",42.8277,74.6124,монолитный,2016.0,12.0,15.0,4,220.0,605000,0,0,low
"Бишкек, Ак Кеме,  ул. Манаса/Васильева",42.8312,74.5835,монолитный,2024.0,1.0,5.0,1,29.0,46000,0,0,low
"Бишкек, Асанбай м-н, Айтиева 29/Куттубаева",42.82,74.6241,панельный,1992.0,8.0,9.0,2,52.0,91000,1,0,high
"Бишкек, Военторг, Тоголок Молдо/Токтогула",42.8726,74.596,кирпичный,2023.0,10.0,14.0,3,99.0,190000,0,0,low
"Бишкек, АЮ Grand, мкр. Тунгуч",42.8548,74.6766,монолитный,2023.0,8.0,13.0,2,48.0,66000,0,0,low
"Бишкек, Учкун м-н",42.8709,74.6947,монолитный,2023.0,7.0,9.0,2,68.8,85000,0,1,low
"Бишкек, Кара-Жыгач ж/м",42.8636,74.6574,кирпичный,2024.0,4.0,5.0,2,43.0,58500,0,0,mid
"Бишкек, Магистраль, м-н. Асанбай, ул. Аалы Токомбаева",42.8177,74.6222,монолитный,2021.0,12.0,12.0,3,86.0,115000,0,0,low
"Бишкек, Чуй - Алматинка",42.8772,74.6382,кирпичный,2022.0,7.0,9.0,1,50.0,77000,0,0,low
"Бишкек, Джальская больница,  ул. Айни 84/островского",42.8484,74.5734,монолитный,2023.0,5.0,12.0,1,56.0,78000,0,1,low
"Бишкек, Лебединовка, Мичурина 265",42.8848,74.664,кирпичный,2023.0,7.0,9.0,2,60.0,85000,0,0,low
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,монолитный,2024.0,13.0,16.0,2,72.46,83329,0,1,low
"Бишкек, Политех, Ахунбаева/Джунусалиева",42.8449,74.5815,кирпичный,2022.0,2.0,4.0,1,29.0,54500,0,0,high
"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",42.8585,74.6315,монолитный,2023.0,4.0,10.0,1,42.0,52000,0,1,low
"Бишкек, Центральная мечеть",42.8687,74.6178,панельный,1992.0,4.0,5.0,3,67.0,92000,1,0,high
"Бишкек, Военторг, Токтогула 140",42.8724,74.5936,монолитный,2014.0,11.0,12.0,3,117.0,240000,0,0,high
"Бишкек, Тунгуч м-н",42.8535,74.6883,монолитный,2023.0,5.0,9.0,3,90.0,123500,0,0,low
"Бишкек, Кок-Жар ж/м, мкр. Кок-Жар, ул. Чар 66",42.8506,74.636,монолитный,2025.0,12.0,12.0,1,45.1,46500,0,1,low
"Бишкек, Ипподром, Л. Толстого 126",42.8641,74.558,монолитный,2025.0,17.0,17.0,1,48.0,44500,0,1,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8169,74.6092,монолитный,2024.0,7.0,12.0,4,80.0,147500,0,0,low
"Бишкек, Центральная мечеть",42.8669,74.6173,панельный,1992.0,2.0,4.0,4,87.0,105000,1,0,mid
"Бишкек, 12 м-н",42.8143,74.6379,панельный,1992.0,9.0,9.0,3,68.0,99000,1,0,high
"Бишкек, Ден Сяопина - Фучика, Фучика 38/2/Рыскулова",42.8802,74.5608,кирпичный,2023.0,7.0,9.0,1,41.0,62000,0,0,low
"Бишкек, Тунгуч м-н, микрорайон Тунгуч, 64",42.8544,74.6874,монолитный,2023.0,5.0,10.0,3,100.0,115000,0,0,mid
"Бишкек, Мед. академия",42.8425,74.6084,кирпичный,2022.0,4.0,4.0,1,31.7,58500,0,0,high
"Бишкек, Физкультурный, Суванбердиева, 110",42.8475,74.6138,монолитный,2023.0,12.0,12.0,1,45.0,69000,0,0,mid
"Бишкек, Джал-23 м-н (Нижний Джал), минжилкиева/тыналиева",42.8419,74.5681,панельный,1999.0,8.0,9.0,1,35.0,64500,1,0,high
"Бишкек, Нижний Токольдош, ул. Кийизбаева/Передовая (мкрн. ""Восток-5"")",42.8683,74.6319,монолитный,2023.0,9.0,12.0,2,71.0,105000,0,0,low
"Бишкек, КНУ",42.8846,74.5818,кирпичный,2022.0,3.0,7.0,2,55.0,98000,0,0,low
"Бишкек, Парк Панфилова/Спартак, Панфилова/Фрунзе",42.8824,74.6004,монолитный,2023.0,13.0,13.0,3,90.0,160000,0,0,low
"Бишкек, АЮ Grand",42.8566,74.6776,кирпичный,2022.0,3.0,8.0,2,49.0,70600,0,0,low
"Бишкек, Кок-Жар м-н, Кок-Жар мкр, 19",42.8498,74.6306,кирпичный,1981.0,5.0,5.0,1,35.0,45500,1,0,mid
"Бишкек, Магистраль, Куттубаева/Южная Магистраль",42.8161,74.6228,монолитный,2022.0,7.0,12.0,2,55.0,95500,0,0,low
"Бишкек, Магистраль",42.8285,74.5771,кирпичный,2022.0,7.0,12.0,3,172.25,153303,0,1,low
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8566,74.6386,монолитный,2023.0,10.0,16.0,1,58.0,67280,0,1,low
"Бишкек, Кок-Жар ж/м/Медерова/Алматинка",42.8491,74.6358,панельный,1992.0,1.0,9.0,1,33.0,61500,1,0,high
"Бишкек, Средний Джал м-н",42.8391,74.566,кирпичный,2022.0,7.0,10.0,2,57.0,85500,0,0,low
"Бишкек, Московская - Уметалиева, Боконбаева/Уметалиева",42.8679,74.5799,монолитный,2017.0,4.0,10.0,2,80.0,128300,0,0,low
"Бишкек, с. Кок-Джар, с. Кок-Джар Бейшена Егимбаева, 145/1",42.8143,74.6469,монолитный,2023.0,5.0,9.0,1,52.28,54894,0,1,low
"Бишкек, Магистраль, Аалы Токомбаева улица 15/3/Токомбаева",42.8131,74.62,монолитный,2022.0,7.0,10.0,3,117.0,176000,0,1,low
"Бишкек, Магистраль, Асанбай, Сухэ-Батора",42.8189,74.6133,монолитный,2022.0,11.0,16.0,3,105.0,230000,0,0,low
"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",42.9025,74.5863,монолитный,2024.0,3.0,5.0,1,35.0,52500,0,0,low
"Бишкек, 5 м-н, Каралаева (Набережная) 40/4",42.8318,74.6319,монолитный,2017.0,5.0,12.0,1,50.0,81000,0,0,low
"Бишкек, Горького - Алма-Атинская, Анкара 3/4",42.8564,74.6424,кирпичный,2025.0,3.0,10.0,1,32.0,39000,0,1,low
"Бишкек, Кызыл-Аскер ж/м, Алыкулова/Ден Сяопина",42.872,74.5106,кирпичный,1985.0,1.0,4.0,1,35.1,49300,1,0,mid
"Бишкек, Магистраль, Токомбаева / Куттубаева",42.8167,74.6174,монолитный,2025.0,10.0,18.0,2,55.0,69700,0,1,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8195,74.6155,монолитный,2019.0,10.0,12.0,2,83.0,120000,0,1,low
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8195,74.6155,монолитный,2019.0,12.0,12.0,3,110.0,175000,0,0,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,12.0,12.0,3,85.0,116000,0,0,low
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.8138,74.6191,монолитный,2025.0,14.0,16.0,1,43.0,64500,0,1,low
"Бишкек, 12 м-н, 12 мкр-н",42.8113,74.6371,монолитный,2020.0,8.0,10.0,3,70.0,106000,0,0,low
"Бишкек, Лебединовка",42.8833,74.6819,кирпичный,2009.0,1.0,4.0,1,36.0,52000,0,0,mid
"Бишкек, Горького - Алма-Атинская,  ул. 7-Апреля, 155в/ул. Горького",42.8595,74.6403,монолитный,2025.0,8.0,9.0,2,67.0,63000,0,1,low
"Бишкек, АЮ Grand",42.8538,74.6778,кирпичный,2022.0,11.0,13.0,1,48.0,51900,0,1,low
"Бишкек, Нижний Токольдош,  ул. Кийизбаева/Передовая (мкрн. ""Восток-5"")",42.8683,74.6319,монолитный,2023.0,11.0,12.0,2,73.5,104500,0,0,low
"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",42.8585,74.6315,монолитный,2023.0,10.0,10.0,2,65.5,68000,0,1,low
"Бишкек, Верхний Джал м-н",42.8365,74.5676,панельный,1992.0,4.0,9.0,3,100.0,109000,1,0,low
"Бишкек, АЮ Grand, Ауэзова 5/3",42.8575,74.6879,монолитный,2026.0,6.0,15.0,2,71.0,61060,0,1,low
"Бишкек, Ак Эмир рынок, Московская/Шопокова, 38",42.8679,74.6145,монолитный,2023.0,14.0,14.0,2,53.8,83390,0,1,low
"Бишкек, Московская - Белинка, Турусбекова 9/Боконбаева",42.8684,74.5843,кирпичный,2022.0,10.0,15.0,3,58.0,107000,0,0,low
"Бишкек, Лебединовка, Кольбаева, 36",42.8771,74.6748,кирпичный,1987.0,1.0,4.0,1,37.7,46000,1,0,mid
"Бишкек, Магистраль, ул. Токомбаева, за парком ""Асанбай""",42.8167,74.6148,монолитный,2023.0,2.0,8.0,4,160.0,379000,0,0,low
"Бишкек, Филармония, ПР.МАНАСА/УЛ.РЫСКУЛОВА",42.879,74.5889,монолитный,2025.0,2.0,22.0,4,164.0,328000,0,1,low
"Бишкек, Джал-29 м-н",42.8314,74.566,монолитный,2023.0,7.0,9.0,2,50.0,77000,0,0,low
"Бишкек, Магистраль,  ул. Куттубаева, 15",42.813,74.6193,монолитный,2023.0,3.0,14.0,2,60.0,58000,0,1,low
"Бишкек, Джал-29 м-н, Джал-29, ул. Баха 258Б",42.8312,74.5664,монолитный,2021.0,8.0,12.0,2,64.0,102500,0,0,low
"Бишкек, Горького - Алма-Атинская",42.8582,74.6318,кирпичный,2022.0,12.0,16.0,2,78.0,81900,0,1,low
"Бишкек, 8 м-н",42.8308,74.611,панельный,1975.0,2.0,4.0,2,44.0,72500,1,0,high
"Бишкек, 5 м-н, Каралаева",42.8325,74.6318,монолитный,2017.0,10.0,10.0,3,118.0,180000,0,0,low
"Бишкек, ЦУМ, Юсупа Абдрахманова, 176",42.8734,74.6105,монолитный,2009.0,13.0,13.0,4,154.2,225000,0,0,mid
"Бишкек, с. Кок-Джар, 151 151",42.8143,74.647,кирпичный,2020.0,6.0,6.0,1,44.0,56000,0,0,low
"Бишкек, Баха, Курчатова",42.8454,74.5633,кирпичный,2024.0,8.0,12.0,3,92.0,93000,0,1,low
"Бишкек, Матросова, Суванбердиева 110",42.8485,74.6173,монолитный,2023.0,10.0,12.0,2,56.0,69200,0,1,low
"Бишкек, 12 м-н 62",42.8136,74.6404,панельный,1975.0,1.0,9.0,1,42.0,75000,1,0,high
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,монолитный,2022.0,7.0,14.0,2,64.0,109000,0,0,low
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8192,74.6031,монолитный,2022.0,13.0,14.0,3,107.0,136500,0,1,low
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,12.0,14.0,2,76.0,59500,0,1,low
"Бишкек, КГУСТА, Исы Ахунбаева, 98а",42.8419,74.602,кирпичный,1964.0,1.0,4.0,1,28.0,58000,1,0,high
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,монолитный,2024.0,14.0,14.0,3,88.0,88000,0,1,low
"Бишкек, 12 м-н",42.8139,74.6398,панельный,1992.0,2.0,5.0,2,58.0,85000,1,0,high
"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",42.8398,74.583,монолитный,2024.0,2.0,16.0,3,137.0,203000,0,1,low
"Бишкек, Ипподром, Л. Толстого 126/8",42.8645,74.5562,монолитный,2017.0,8.0,10.0,3,87.0,110500,0,0,low
"Бишкек, 6 м-н 19",42.8225,74.6281,панельный,1992.0,1.0,4.0,2,43.0,79200,1,0,high
"Бишкек, Парк Панфилова/Спартак, Логвиненко 28",42.8819,74.5984,монолитный,2018.0,7.0,12.0,2,53.0,97000,0,0,low
"Бишкек, Магистраль, Токомбаева/Куттубаева",42.8167,74.6245,монолитный,2025.0,6.0,18.0,4,174.0,283620,0,1,low
"Бишкек, Магистраль, Уметалиева 84 84/Киевская",42.8171,74.6059,монолитный,2010.0,7.0,10.0,3,120.0,240000,0,0,low
"Бишкек, Джал 15 м-н/Тыналиева",42.8449,74.5673,монолитный,2023.0,4.0,18.0,2,120.0,165000,0,0,low
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,монолитный,2022.0,7.0,14.0,3,74.0,86000,0,1,low
"Бишкек, Физкультурный, Суванбердиева 110",42.848,74.6141,монолитный,2023.0,9.0,12.0,2,53.0,94000,0,0,low
"Бишкек, Джал-23 м-н (Нижний Джал), Джал-23 мкр, 18",42.8412,74.5664,кирпичный,2024.0,10.0,14.0,1,44.0,57500,0,0,mid
"Бишкек, Магистраль, Белинка Магистраль",42.8293,74.5853,монолитный,2023.0,5.0,13.0,3,100.0,138000,0,1,low
"Бишкек, Кызыл-Аскер ж/м",42.8714,74.5552,кирпичный,1994.0,3.0,3.0,1,47.2,45000,1,0,mid
"Бишкек, 3 м-н, Койбагарова",42.8402,74.6195,кирпичный,2022.0,8.0,12.0,4,111.0,192000,0,0,low
"Бишкек, с. Кок-Джар,  ул.Арашан 10",42.8171,74.649,монолитный,2026.0,3.0,12.0,2,89.5,76000,0,1,low
"Бишкек, Магистраль, пр. Ч. Айтматова",42.8233,74.5856,панельный,2022.0,12.0,14.0,1,54.0,99000,0,0,low
"Бишкек, Золотой квадрат, Панфилова-Московская",42.8694,74.6002,монолитный,2024.0,8.0,10.0,2,74.0,123000,0,1,low
"Бишкек, Магистраль, Малдыбаева 279а",42.8248,74.5976,кирпичный,2024.0,3.0,15.0,3,119.0,200000,0,1,low
"Бишкек, Парк Ататюрк",42.8392,74.592,кирпичный,2022.0,1.0,4.0,3,54.0,71500,0,0,high
"Бишкек, КНУ, Абдымомунова 255",42.8805,74.5908,монолитный,2020.0,7.0,12.0,1,46.0,90000,0,0,low
"Бишкек, Магистраль, Аалы Токомбаева",42.8177,74.622,кирпичный,2021.0,3.0,12.0,3,92.0,134000,0,0,low
