address,lat,lon,offer_type,series,building_material,build_year,floor,total_floors,rooms,area_total,area_living,condition,usd_price
"Бишкек, Улан-2 м-н, 7 Апреля 6/1",42.8459,74.6342,от агента,106 серия улучшенная,панельный,2019.0,8.0,9.0,2,53.0,53.0,хорошее,66500
"Бишкек, Парк Панфилова/Спартак, Панфилова 190/1",42.8822,74.6003,от агента,элитка,монолитный,2017.0,13.0,16.0,3,114.0,,евроремонт,187000
"Бишкек, Рабочий Городок, Репина",42.8566,74.5703,от агента,элитка,монолитный,2025.0,10.0,10.0,1,44.0,,под самоотделку (псо),51000
"Бишкек, Кара-Жыгач ж/м",42.8595,74.6581,от агента,индивид. планировка,кирпичный,2022.0,5.0,5.0,1,39.0,,евроремонт,53000
"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",42.8171,74.6059,от агента,элитка,монолитный,2022.0,11.0,14.0,2,90.0,80.88,евроремонт,167000
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.819,74.6145,от агента,элитка,монолитный,2019.0,12.0,14.0,6,239.0,,евроремонт,485000
"Бишкек, Баха, Коперника, 61",42.846,74.5623,от агента,индивид. планировка,кирпичный,2019.0,3.0,7.0,1,46.0,20.5,,73500
"Бишкек, Золотой квадрат, Панфилова-Московская",42.8694,74.6002,от агента,элитка,монолитный,2024.0,10.0,11.0,4,148.0,,под самоотделку (псо),207200
"Бишкек, Улан м-н",42.8429,74.6338,от агента,106 серия,панельный,,5.0,9.0,1,35.0,,хорошее,63000
"Бишкек, Золотой квадрат, Орозбекова, 26",42.8677,74.6021,от агента,индивид. планировка,монолитный,2011.0,4.0,9.0,6,213.8,166.3,,480000
"Бишкек, 3 м-н",42.8369,74.6203,от агента,104 серия,кирпичный,,2.0,4.0,1,39.0,33.0,среднее,62000
"Бишкек, Верхний Джал м-н, мкрн Джал-15 9/Ахунбаева Тыналиева",42.8339,74.5661,от собственника,105 серия,монолитный,1990.0,4.0,9.0,1,34.0,34.0,хорошее,59000
"Бишкек, 9 м-н, Суеркулова 8",42.8367,74.6036,от агента,элитка,кирпичный,,4.0,11.0,2,84.0,,евроремонт,148000
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,от агента,элитка,монолитный,2024.0,5.0,14.0,2,71.0,60.0,под самоотделку (псо),83000
"Бишкек, Ден Сяопина - Фучика, Фучика 38/Ден Сяопина",42.8805,74.5611,от собственника,элитка,кирпичный,2025.0,7.0,12.0,2,50.0,38.0,не достроено,55000
"Бишкек, Восточный автовокзал",42.8872,74.6298,от агента,элитка,кирпичный,2023.0,2.0,3.0,1,31.0,,хорошее,45000
"Бишкек, Молодая Гвардия, боконбаева",42.8691,74.5747,от агента,104 серия,панельный,,5.0,5.0,2,48.0,,хорошее,72500
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8199,74.6151,от агента,элитка,монолитный,2019.0,5.0,12.0,3,125.0,,хорошее,245000
"Бишкек, 12 м-н",42.8129,74.6398,от агента,106 серия,кирпичный,,8.0,9.0,2,52.0,,евроремонт,84000
"Бишкек, Космос, Малдыбаева/Ахунбаева",42.8432,74.6003,от агента,малосемейка,кирпичный,1965.0,5.0,5.0,1,12.0,12.0,хорошее,24000
"Бишкек, Верхний Джал м-н",42.8365,74.5684,от агента,элитка,кирпичный,,9.0,9.0,3,74.0,,евроремонт,105000
"Бишкек, Магистраль,  ул. Байтик Баатыра / Южная Магистрал",42.8166,74.603,от собственника,индивид. планировка,монолитный,2027.0,16.0,18.0,1,56.0,,не достроено,63280
"Бишкек, Военторг, Манасчы Сагынбая 168",42.8716,74.5945,от агента,элитка,кирпичный,2024.0,15.0,16.0,2,72.6,,под самоотделку (псо),90000
"Бишкек, Магистраль, Сухэ Батора/Токомбаева",42.8213,74.6168,от агента,элитка,кирпичный,2022.0,14.0,14.0,2,75.0,,евроремонт,124000
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,11.0,12.0,3,108.0,,под самоотделку (псо),121000
"Бишкек, Пишпек ж/м, Репина/М. Алыбаева",42.8634,74.5501,от агента,элитка,монолитный,2024.0,12.0,12.0,2,64.0,,под самоотделку (псо),54500
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,от собственника,элитка,монолитный,2024.0,14.0,14.0,3,85.0,,евроремонт,124000
"Бишкек, с. Аламудун, Набережная 1",42.9193,74.6272,от собственника,хрущевка,кирпичный,,3.0,3.0,2,41.0,,евроремонт,68500
"Бишкек, Ден Сяопина - Фучика, Ден Сяопина пр-т, 23",42.8802,74.56,от агента,индивид. планировка,монолитный,2025.0,9.0,12.0,2,73.0,36.0,,70000
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,от агента,элитка,монолитный,2024.0,13.0,16.0,3,97.3,,под самоотделку (псо),102000
"Бишкек, Госрегистр, Л.Толстого и пр. Чынгыза Айтматова",42.8644,74.5878,от агента,элитка,монолитный,2024.0,15.0,20.0,3,112.0,,под самоотделку (псо),134400
"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",42.8169,74.6092,от агента,элитка,кирпичный,2022.0,11.0,12.0,2,78.7,,под самоотделку (псо),90000
"Бишкек, БГУ",42.8484,74.5861,от агента,элитка,кирпичный,,4.0,12.0,4,96.0,,под самоотделку (псо),107000
"Бишкек, Магистраль, с. Орто-Сай, контур 13",42.8134,74.599,от агента,элитка,монолитный,2026.0,6.0,9.0,2,92.0,,под самоотделку (псо),140500
"Бишкек, Магистраль, пр. Мира 82/1",42.8264,74.5869,от агента,индивид. планировка,монолитный,2016.0,9.0,10.0,4,186.0,,среднее,195000
"Бишкек, Московская - Уметалиева, Турусбекова, 10",42.8697,74.5839,от агента,105 серия,кирпичный,1982.0,5.0,5.0,2,52.0,30.0,,82500
"Бишкек, Академия Наук, Уметалиева, 84",42.8758,74.5811,от агента,индивид. планировка,кирпичный,2018.0,7.0,10.0,3,110.6,65.3,,255000
"Бишкек, Парк Ататюрк, Ахунбаева/Токтоналиева",42.8433,74.5947,от агента,хрущевка,кирпичный,1967.0,3.0,4.0,2,44.0,30.0,среднее,63500
"Бишкек, Верхний Джал м-н, мкрн Верхний Джал 4/1",42.835,74.5668,от собственника,элитка,монолитный,2014.0,7.0,10.0,2,57.0,,хорошее,85500
"Бишкек, ЖД вокзал, бул. Эркиндик 1",42.8653,74.6071,от агента,элитка,монолитный,2024.0,3.0,13.0,3,128.0,,под самоотделку (псо),256000
"Бишкек, Гагарина,  ул.Поваринская, мкр. Джал",42.8474,74.5671,от агента,элитка,монолитный,2023.0,13.0,16.0,2,59.0,,евроремонт,83000
"Бишкек, Дворец спорта",42.8829,74.5937,от агента,элитка,кирпичный,2023.0,5.0,15.0,3,100.0,,евроремонт,190000
"Бишкек, КНУ",42.881,74.5815,от агента,индивид. планировка,кирпичный,1980.0,1.0,5.0,2,50.0,,евроремонт,73500
"Бишкек, Восток-5 м-н, Мамбетова",42.8704,74.6332,от собственника,индивид. планировка,панельный,2004.0,,,2,44.0,,хорошее,51000
"Бишкек, Учкун м-н, мкр Учкун 11",42.8708,74.6931,от агента,индивид. планировка,панельный,1990.0,3.0,5.0,2,47.0,30.0,хорошее,59000
"Бишкек, Баха, Джал, ул. Курчатова 81",42.8397,74.5629,от агента,элитка,монолитный,2022.0,7.0,14.0,2,75.0,,евроремонт,117000
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8565,74.6401,от агента,элитка,монолитный,2024.0,3.0,9.0,2,54.0,,евроремонт,72900
"Бишкек, Ак Кеме, Минжилкиева 117",42.836,74.5828,от агента,элитка,монолитный,2019.0,8.0,14.0,2,74.0,,евроремонт,155000
"Бишкек, Ипподром,  ул.Льва Толстого/Садырбаева",42.8637,74.5573,от агента,элитка,кирпичный,2025.0,10.0,15.0,2,55.0,,под самоотделку (псо),59200
"Бишкек, Кок-Жар м-н",42.8492,74.6318,от агента,элитка,кирпичный,2024.0,13.0,14.0,2,52.0,,под самоотделку (псо),63000
"Бишкек, 9 м-н, Малдыбаева, 40",42.8353,74.6022,от агента,104 серия,кирпичный,1962.0,4.0,4.0,3,60.0,43.0,,91000
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,от агента,элитка,монолитный,,13.0,14.0,2,67.0,,под самоотделку (псо),70000
"Бишкек, Московская - Белинка",42.8673,74.5842,от агента,элитка,кирпичный,2025.0,12.0,16.0,3,133.0,,под самоотделку (псо),160000
"Бишкек, Магистраль, Малдыбаева 279а",42.8248,74.5976,от агента,элитка,кирпичный,2024.0,9.0,15.0,4,152.0,,под самоотделку (псо),258400
"Бишкек, Моссовет, Усенбаева 58 (МосСовет)",42.8706,74.6125,от агента,элитка,кирпичный,,5.0,10.0,3,104.0,,под самоотделку (псо),176800
"Бишкек, Кок-Жар ж/м, Шабдан-Баатыра и Чар.",42.8508,74.6356,от агента,элитка,монолитный,2024.0,2.0,12.0,3,92.0,,под самоотделку (псо),94600
"Бишкек, Юг-2 м-н",42.8593,74.6076,от агента,104 серия,кирпичный,,3.0,4.0,3,62.0,,хорошее,82000
"Бишкек, Гагарина",42.8487,74.5457,от агента,индивид. планировка,кирпичный,,4.0,5.0,2,52.0,,среднее,58000
"Бишкек, Верхний Джал м-н,",42.836,74.567,от собственника,элитка,монолитный,2018.0,5.0,9.0,2,99.0,88.0,евроремонт,120000
"Бишкек, Нижний Токольдош,  ул. Кийизбаева 32",42.8697,74.6293,от агента,элитка,монолитный,2025.0,11.0,12.0,1,49.0,,под самоотделку (псо),57000
"Бишкек, Магистраль, Ч. Айтматова/Масалиева",42.8249,74.591,от агента,108 серия,монолитный,2022.0,2.0,9.0,3,97.5,,евроремонт,155000
"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",42.8191,74.5857,от собственника,элитка,монолитный,2021.0,3.0,14.0,2,79.0,79.0,евроремонт,177750
"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",42.8573,74.6598,от агента,элитка,монолитный,2021.0,7.0,10.0,2,71.0,,под самоотделку (псо),77000
"Бишкек, Джальская больница",42.8445,74.5784,от агента,элитка,кирпичный,2025.0,6.0,9.0,1,49.7,,под самоотделку (псо),67095
"Бишкек, Московская - Белинка, Исанова",42.8671,74.5905,от агента,106 серия,панельный,,8.0,9.0,4,96.0,,хорошее,140000
"Бишкек, Магистраль",42.8253,74.5862,от агента,элитка,кирпичный,,8.0,14.0,2,45.0,,евроремонт,94000
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8213,74.6149,от агента,элитка,монолитный,2022.0,11.0,16.0,2,63.0,,евроремонт,110500
"Бишкек, Магистраль, Асанбай, Сухэ-Батора",42.8183,74.6127,от собственника,элитка,монолитный,2022.0,4.0,16.0,3,105.0,,евроремонт,230000
"Бишкек, 12 м-н, 12 мкр., ул. Токомбаева/Саякбая Каралаева",42.8132,74.6399,от агента,элитка,монолитный,2023.0,13.0,13.0,2,60.0,,евроремонт,95000
"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",42.8516,74.6152,от агента,элитка,монолитный,2025.0,13.0,16.0,3,99.18,,под самоотделку (псо),127000
"Бишкек, Средний Джал м-н",42.838,74.5675,от агента,элитка,кирпичный,2016.0,6.0,10.0,2,69.0,,евроремонт,93000
"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",42.8181,74.6044,от агента,элитка,монолитный,2024.0,11.0,12.0,3,108.11,,под самоотделку (псо),124327
"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",42.8459,74.5828,от агента,элитка,монолитный,2023.0,2.0,13.0,1,44.0,,евроремонт,86000
"Бишкек, АУЦА, Асанбай, выше магистрали",42.8113,74.6139,от агента,элитка,монолитный,2022.0,8.0,10.0,1,52.0,,под самоотделку (псо),44100
"Бишкек, Сквер Тоголок Молдо",42.8675,74.5909,от агента,элитка,монолитный,,7.0,10.0,4,128.0,,евроремонт,235000
"Бишкек, Чуй - Алматинка, Фрунзе 169",42.8778,74.6371,от агента,элитка,монолитный,2023.0,13.0,14.0,1,46.0,,под самоотделку (псо),46000
"Бишкек, Душанбинка, Токтоналиева, 38",42.8466,74.5924,от агента,хрущевка,кирпичный,1960.0,2.0,4.0,2,42.0,29.0,,58000
"Бишкек, с. Кок-Джар, мкр. Кок Жар",42.8206,74.649,от агента,элитка,монолитный,2023.0,8.0,14.0,2,70.0,,под самоотделку (псо),72000
"Бишкек, 7 м-н 28",42.8298,74.6152,от собственника,104 серия,панельный,,4.0,4.0,3,58.0,,хорошее,82000
"Бишкек, Джал-29 м-н",42.8307,74.5668,от агента,индивид. планировка,монолитный,,8.0,9.0,2,65.0,,хорошее,108000
"Бишкек, Гагарина, Репина 159",42.8491,74.5507,от агента,элитка,кирпичный,2025.0,8.0,10.0,1,40.0,,евроремонт,56000
"Бишкек, Бишкек-Парк",42.8745,74.5857,от агента,хрущевка,кирпичный,1966.0,1.0,4.0,2,40.0,,евроремонт,85000
"Бишкек, Тунгуч м-н, Тунгуч мкрн, стр. 6/1",42.8534,74.6842,от собственника,106 серия,панельный,2013.0,3.0,9.0,1,35.0,18.0,евроремонт,58000
"Бишкек, Мед. академия, Абая 7А",42.8445,74.6042,от агента,элитка,монолитный,2017.0,11.0,12.0,3,110.0,,евроремонт,155000
"Бишкек, Чуй - Алматинка, пр.Чуй/АлмаАтинка",42.876,74.6412,от агента,элитка,монолитный,2024.0,12.0,14.0,3,100.0,,под самоотделку (псо),90000
"Бишкек, АУЦА,",42.805,74.6306,от агента,элитка,кирпичный,2025.0,2.0,4.0,3,102.3,,под самоотделку (псо),204600
"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",42.8585,74.6315,от агента,элитка,монолитный,,8.0,10.0,3,80.0,,под самоотделку (псо),84000
"Бишкек, Асанбай м-н",42.8191,74.6258,от агента,106 серия,панельный,,8.0,9.0,2,52.0,,хорошее,92000
"Бишкек, Магистраль, Куттубаева, 19",42.8149,74.6224,от агента,индивид. планировка,монолитный,2024.0,4.0,12.0,2,81.0,39.0,,145000
"Бишкек, 6 м-н,  ул. Саякабай Каралаева 3/3",42.8238,74.6323,от собственника,элитка,монолитный,2024.0,2.0,15.0,1,45.0,,под самоотделку (псо),55999
"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",42.8398,74.583,от агента,элитка,монолитный,2025.0,14.0,16.0,2,81.0,,под самоотделку (псо),118000
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8192,74.6031,от агента,элитка,монолитный,2022.0,7.0,14.0,2,80.0,,под самоотделку (псо),112000
"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",42.8695,74.6306,от агента,элитка,кирпичный,2023.0,11.0,12.0,2,73.0,,евроремонт,105000
"Бишкек, Ак Кеме, Толомуш Океева",42.836,74.5828,от агента,элитка,монолитный,2019.0,7.0,14.0,2,74.0,,евроремонт,210000
"Бишкек, Душанбинка, Худайбергенова 94а",42.847,74.5913,от собственника,элитка,кирпичный,2012.0,2.0,9.0,1,42.0,42.0,евроремонт,95000
"Бишкек, Военторг",42.8728,74.592,от агента,элитка,кирпичный,,7.0,12.0,2,83.0,,евроремонт,147500
"Бишкек, Юбилейка, Льва Толстого, 8",42.8616,74.6076,от агента,индивид. планировка,монолитный,2019.0,5.0,10.0,3,101.0,57.1,,145000
"Бишкек, Молодая Гвардия, Фрунзе/бул. Молодой Гвардии",42.8821,74.5768,от агента,элитка,монолитный,2021.0,8.0,16.0,1,50.0,,под самоотделку (псо),67000
"Бишкек, 5 м-н",42.8317,74.6278,от агента,105 серия,кирпичный,,5.0,5.0,5,96.0,,евроремонт,144049
"Бишкек, VEFA, Кулатова/Элебаева",42.8592,74.6134,от агента,элитка,монолитный,2022.0,8.0,15.0,3,98.0,,евроремонт,175500
"Бишкек, АЮ Grand, Ауэзова, 5",42.8575,74.6878,от агента,индивид. планировка,кирпичный,2025.0,14.0,15.0,1,47.0,21.0,,44650
"Бишкек, ЦУМ",42.8737,74.6111,от агента,индивид. планировка,кирпичный,,4.0,5.0,3,60.0,,хорошее,77000
"Бишкек, Магистраль,  ул. А. Малдыбаева 277 (пер. ул. А. Масалиева)",42.8242,74.596,от собственника,индивид. планировка,монолитный,2026.0,12.0,17.0,2,78.4,,под самоотделку (псо),95000
"Бишкек, Юбилейка, элебаева 5",42.8617,74.6074,от агента,104 серия,панельный,,2.0,4.0,2,45.0,,хорошее,73000
"Бишкек, Горького - Алма-Атинская,  ул.7-Апреля/ Горького (р/н ТРЦ «Технопарк»)",42.8581,74.6339,от собственника,элитка,монолитный,2025.0,7.0,16.0,3,76.26,,под самоотделку (псо),80100
"Бишкек, Магистраль, пр. Ч. Айтматова",42.8236,74.5858,от агента,элитка,монолитный,2022.0,9.0,14.0,4,154.0,,под самоотделку (псо),203000
"Бишкек, Джал-29 м-н, мкрн. Джал-29",42.8308,74.5645,от агента,элитка,монолитный,2020.0,6.0,10.0,1,50.0,,под самоотделку (псо),67500
"Бишкек, Ден Сяопина - Фучика, Профсоюзная 64/2",42.8839,74.5463,от агента,индивид. планировка,панельный,1984.0,3.0,3.0,2,50.0,33.0,среднее,56000
"Бишкек, Парк Панфилова/Спартак, бул. Эркиндик 64б",42.8824,74.6059,от собственника,элитка,монолитный,2018.0,9.0,9.0,3,108.0,,евроремонт,160000
"Бишкек, Карпинка, Суюмбаева/Токтогула",42.8712,74.624,от агента,элитка,монолитный,2023.0,3.0,9.0,1,39.0,,хорошее,67500
"Бишкек, ЖД вокзал, бул. Эркиндик 1",42.865,74.607,от агента,элитка,монолитный,2024.0,2.0,13.0,4,217.0,,под самоотделку (псо),400000
"Бишкек, АУЦА, Токомбаева 52/3",42.8131,74.6268,от агента,элитка,монолитный,2018.0,6.0,11.0,1,37.5,,евроремонт,68000
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,от агента,элитка,монолитный,2024.0,5.0,15.0,1,46.28,,под самоотделку (псо),46500
"Бишкек, Джальская больница,  ул. Айни 84",42.8484,74.5734,от агента,элитка,монолитный,2025.0,5.0,12.0,2,60.0,,под самоотделку (псо),66000
"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",42.8163,74.6486,от агента,элитка,монолитный,2020.0,6.0,9.0,2,70.0,,под самоотделку (псо),93000
"Бишкек, Моссовет, Усенбаева 58 (МосСовет)",42.8706,74.6125,от агента,элитка,монолитный,2024.0,4.0,10.0,2,63.19,,под самоотделку (псо),107423
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,от агента,элитка,монолитный,2022.0,10.0,12.0,2,58.87,,под самоотделку (псо),73000
"Бишкек, Кызыл-Аскер ж/м",42.8661,74.5042,от агента,малосемейка,кирпичный,,4.0,4.0,1,16.6,,хорошее,21500
"Бишкек, Кок-Жар ж/м, Кок-Жар, ул.Куйручук 28",42.8465,74.6413,от агента,элитка,монолитный,2024.0,8.0,9.0,1,54.0,,под самоотделку (псо),56000
"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",42.8113,74.6221,от агента,элитка,монолитный,2023.0,11.0,14.0,2,72.0,,под самоотделку (псо),76500
"Бишкек, Молодая Гвардия",42.882,74.5768,от агента,элитка,монолитный,2024.0,11.0,17.0,3,91.0,,под самоотделку (псо),98280
"Бишкек, КНУ, Абдымомунова/Уметалиева",42.8812,74.5812,от агента,элитка,монолитный,2021.0,12.0,12.0,2,51.0,,евроремонт,95000
"Бишкек, Магистраль, Арстанбека Дуйшеева 9",42.8199,74.6137,от собственника,элитка,кирпичный,2026.0,4.0,15.0,2,52.0,,под самоотделку (псо),77490
"Бишкек, Ынтымак ж/м, Магистральная/Курултай",42.81,74.5734,от агента,элитка,монолитный,2024.0,8.0,9.0,1,44.87,,под самоотделку (псо),49500
"Бишкек, Джал-29 м-н, мкрн. Джал-29",42.8308,74.5645,от агента,элитка,кирпичный,2020.0,8.0,10.0,2,50.0,,евроремонт,85000
"Бишкек, Дворец спорта, Рыскулова/Коенкозова",42.8791,74.5937,от агента,элитка,монолитный,2019.0,4.0,12.0,3,128.0,,хорошее,215000
"Бишкек, ТЭЦ Кольбаева/Лермонтова",42.8775,74.6566,от агента,индивид. планировка,кирпичный,,3.0,3.0,1,28.0,,под самоотделку (псо),32200
"Бишкек, Айкол",42.8236,74.65,от агента,106 серия улучшенная,монолитный,,5.0,9.0,2,69.0,,хорошее,109000
"Бишкек, Кудайберген",42.8798,74.5205,от агента,индивид. планировка,кирпичный,2024.0,3.0,5.0,1,40.0,,евроремонт,58000
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,от агента,элитка,монолитный,2024.0,6.0,14.0,1,42.0,,евроремонт,72000
"Бишкек, Политех",42.8463,74.5861,от агента,индивид. планировка,кирпичный,,2.0,7.0,3,127.0,,евроремонт,144000
"Бишкек, Баха, Джал-15 мкр, 32",42.8451,74.5632,от агента,индивид. планировка,кирпичный,2009.0,2.0,5.0,3,90.7,58.0,,155000
"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",42.846,74.5653,от агента,элитка,кирпичный,2023.0,2.0,16.0,1,43.0,,евроремонт,74500
"Бишкек, Карпинка, Суюмбаева 16",42.872,74.6233,от собственника,106 серия,панельный,1985.0,2.0,9.0,3,68.0,,хорошее,125000
"Бишкек, Кок-Жар ж/м, Кулмурзаева 198",42.8526,74.6459,от собственника,индивид. планировка,кирпичный,2025.0,3.0,4.0,2,46.0,,евроремонт,55000
"Бишкек, Сквер Тоголок Молдо",42.8709,74.5912,от агента,элитка,панельный,,6.0,10.0,3,97.0,,евроремонт,220000
"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",42.818,74.6088,от агента,элитка,монолитный,2024.0,9.0,16.0,3,90.0,,евроремонт,157000
"Бишкек, Учкун м-н",42.8709,74.6947,от агента,106 серия улучшенная,панельный,,8.0,9.0,3,75.0,,хорошее,82000
"Бишкек, Дворец спорта, Жумабека - Коенкозова",42.883,74.5937,от агента,элитка,монолитный,2023.0,10.0,15.0,2,61.0,,евроремонт,107000
"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",42.8564,74.6416,от агента,108 серия,монолитный,2023.0,8.0,16.0,1,52.61,,под самоотделку (псо),55241
"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",42.8398,74.583,от агента,элитка,монолитный,2024.0,7.0,16.0,2,83.0,,под самоотделку (псо),112000
"Бишкек, Гагарина,  ул.Космическая 96",42.8469,74.5576,от агента,элитка,монолитный,2025.0,7.0,10.0,3,84.0,,под самоотделку (псо),75600
"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",42.8171,74.617,от собственника,элитка,монолитный,2024.0,8.0,14.0,2,69.4,,под самоотделку (псо),88000
"Бишкек, АУЦА, Токомбаева, 15 к 12б",42.8091,74.6235,от агента,индивид. планировка,монолитный,2024.0,2.0,5.0,2,66.0,30.0,,118800
"Бишкек, Дворец спорта, Жумабека - Коенкозова",42.883,74.5937,от агента,элитка,монолитный,2023.0,10.0,15.0,2,61.0,,евроремонт,105000
"Бишкек, VEFA, Геологический 1/Ж.Пудовкина",42.8587,74.6154,от собственника,104 серия,панельный,,2.0,5.0,2,49.0,,евроремонт,75000
"Бишкек, 5 м-н, 5мкр 27/Каралаева",42.833,74.6303,от собственника,104 серия улучшенная,панельный,1967.0,1.0,4.0,5,112.0,85.0,хорошее,120000
"Бишкек, Матросова, Суванбердиева 110",42.8485,74.6173,от собственника,элитка,кирпичный,2023.0,5.0,12.0,2,57.0,,евроремонт,110000
"Бишкек, ТЭЦ",42.8769,74.6482,от агента,элитка,монолитный,2024.0,4.0,10.0,3,123.0,,под самоотделку (псо),147600
"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",42.8167,74.6245,от агента,элитка,монолитный,2025.0,6.0,18.0,3,78.0,,под самоотделку (псо),140980
"Бишкек, 12 м-н, 12 мкрн 57/1",42.8121,74.6374,от агента,элитка,кирпичный,2018.0,9.0,12.0,3,90.0,,евроремонт,135000
"Бишкек, Лебединовка,  ул. Проспект победы 121",42.8839,74.6819,от агента,элитка,монолитный,2025.0,3.0,10.0,2,69.6,,под самоотделку (псо),55700
"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",42.8695,74.6306,от агента,элитка,кирпичный,2023.0,11.0,12.0,3,73.0,,хорошее,112000
"Бишкек, Магистраль, Куттубаева 15/7/Южн. Магистраль",42.8119,74.6224,от агента,элитка,кирпичный,2023.0,9.0,10.0,4,97.0,,евроремонт,148000
"Бишкек, Восток-5 м-н",42.8685,74.6357,от собственника,индивид. планировка,кирпичный,,5.0,8.0,3,57.42,,евроремонт,81000
"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",42.8459,74.5828,от агента,элитка,монолитный,2023.0,7.0,13.0,2,73.0,,евроремонт,123000
"Бишкек, Улан-2 м-н, мкр Улан-2",42.8459,74.6318,от собственника,106 серия улучшенная,монолитный,2014.0,9.0,9.0,3,93.0,,хорошее,98000
"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",42.8195,74.6037,от агента,элитка,монолитный,2022.0,3.0,14.0,4,154.0,,под самоотделку (псо),220000
"Бишкек, Горького - Алма-Атинская, Горький/Алматинка",42.8588,74.6347,от агента,106 серия улучшенная,кирпичный,,4.0,9.0,1,45.0,,под самоотделку (псо),43500
"Бишкек, Магистраль",42.8121,74.6195,от агента,элитка,кирпичный,,7.0,12.0,2,65.0,,евроремонт,122000
"Бишкек, АЮ Grand, Ауэзова, 5",42.8575,74.6878,от агента,индивид. планировка,кирпичный,2026.0,11.0,15.0,3,76.66,42.0,,75000
"Бишкек, Горького - Алма-Атинская, Горького",42.8568,74.6308,от агента,элитка,монолитный,2024.0,5.0,14.0,2,68.0,,под самоотделку (псо),70000
"Бишкек, Горького - Алма-Атинская,  ул. 7-Апреля, 155в/ул. Горького",42.8595,74.6403,от агента,элитка,монолитный,2025.0,5.0,9.0,1,45.0,,под самоотделку (псо),45500
"Бишкек, Магистраль, Чынгыза Айтматова пр-т, 88",42.823,74.5856,от агента,индивид. планировка,монолитный,2024.0,7.0,13.0,2,100.2,61.84,,183000
"Бишкек, Магистраль, Магистраль/Сухэ Батора",42.8228,74.6152,от агента,элитка,монолитный,2022.0,13.0,16.0,2,78.0,,евроремонт,146000
"Бишкек, Золотой квадрат",42.8721,74.6048,от агента,элитка,кирпичный,,3.0,10.0,2,67.0,,евроремонт,110000
"Бишкек, Московская - Белинка, Проспект манаса/Токтогула",42.8727,74.5884,от собственника,элитка,кирпичный,,6.0,12.0,3,140.0,,евроремонт,219000
"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",42.8695,74.6306,от агента,элитка,кирпичный,2023.0,5.0,10.0,1,47.0,,под самоотделку (псо),66800
"Бишкек, АЮ Grand,  ул.Анкар  1/19",42.8565,74.672,от агента,элитка,монолитный,2024.0,12.0,12.0,2,53.0,,евроремонт,78500
"Бишкек, Академия МВД, Л.Толстого/Ч.Валиханова",42.8687,74.678,от агента,элитка,кирпичный,2026.0,2.0,12.0,3,75.0,,хорошее,62000
"Бишкек, Верхний Джал м-н, тыналиева",42.8346,74.5676,от агента,106 серия улучшенная,панельный,,3.0,9.0,2,88.0,,евроремонт,106500
"Бишкек, Джальская больница,  ул.Айни 73",42.8487,74.5735,от агента,элитка,монолитный,2025.0,7.0,9.0,2,44.0,,евроремонт,85000
"Бишкек, Карпинка, Фрунзе 432/Гоголя",42.881,74.6208,от агента,105 серия,панельный,1981.0,1.0,5.0,2,48.3,30.0,хорошее,85000
